table_name,sql_type,sql_query,nlp_query,query_id,domain,topic,guideline,guideline_number,valid_SQL,SQL_Result
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age = '24.0';,how many passengers in titanic with a age is '24.0';,8,titanic,titanic,Question will be answered by ThriveAI ,1,True,47
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '8.05';,how many passengers in titanic with a fare is '8.05';,40,titanic,titanic,Question will be answered by ThriveAI ,1,True,60
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '33.29547928134557';,how many passengers in titanic with a fare is '33.29547928134557';,41,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '512.3292';,how many passengers in titanic with a fare is '512.3292';,42,titanic,titanic,Question will be answered by ThriveAI ,1,True,4
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '0';,how many passengers in titanic with a fare is '0';,43,titanic,titanic,Question will be answered by ThriveAI ,1,True,17
titanic,select count of filter,"SELECT COUNT(distinct passengerid) FROM titanic WHERE hometown = 'New York, New York, US';","how many passengers in titanic with a hometown is 'New York, New York, US';",44,titanic,titanic,Question will be answered by ThriveAI ,1,True,70
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE lifeboat = '13';,how many passengers in titanic with a lifeboat is '13';,48,titanic,titanic,Question will be answered by ThriveAI ,1,True,42
titanic,select count of filter,"SELECT COUNT(distinct passengerid) FROM titanic WHERE name = 'Connolly, Miss. Kate';","how many passengers in titanic with a name is 'Connolly, Miss. Kate';",52,titanic,titanic,Question will be answered by ThriveAI ,1,True,2
titanic,select count of filter,"SELECT COUNT(distinct passengerid) FROM titanic WHERE name_wiki = 'Kelly, Mr. James';","how many passengers in titanic with a name_wiki is 'Kelly, Mr. James';",56,titanic,titanic,Question will be answered by ThriveAI ,1,True,2
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE parch = '0';,how many passengers in titanic with a parch is '0';,60,titanic,titanic,Question will be answered by ThriveAI ,1,True,1002
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE parch = '9';,how many passengers in titanic with a parch is '9';,62,titanic,titanic,Question will be answered by ThriveAI ,1,True,2
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE parch = '0';,how many passengers in titanic with a parch is '0';,63,titanic,titanic,Question will be answered by ThriveAI ,1,True,1002
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '1';,how many passengers in titanic with a passengerid is '1';,64,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '655';,how many passengers in titanic with a passengerid is '655';,65,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '1309';,how many passengers in titanic with a passengerid is '1309';,66,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '1';,how many passengers in titanic with a passengerid is '1';,67,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE pclass = '3';,how many passengers in titanic with a pclass is '3';,68,titanic,titanic,Question will be answered by ThriveAI ,1,True,709
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE pclass = '3';,how many passengers in titanic with a pclass is '3';,70,titanic,titanic,Question will be answered by ThriveAI ,1,True,709
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE pclass = '1';,how many passengers in titanic with a pclass is '1';,71,titanic,titanic,Question will be answered by ThriveAI ,1,True,323
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE sex = 'male';,how many passengers in titanic with a sex is 'male';,72,titanic,titanic,Question will be answered by ThriveAI ,1,True,843
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE sibsp = '0';,how many passengers in titanic with a sibsp is '0';,76,titanic,titanic,Question will be answered by ThriveAI ,1,True,891
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE sibsp = '8';,how many passengers in titanic with a sibsp is '8';,78,titanic,titanic,Question will be answered by ThriveAI ,1,True,9
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE sibsp = '0';,how many passengers in titanic with a sibsp is '0';,79,titanic,titanic,Question will be answered by ThriveAI ,1,True,891
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE survived = '0.0';,how many passengers in titanic with a survived is '0.0';,80,titanic,titanic,Question will be answered by ThriveAI ,1,True,549
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE survived = '0.3838383838383838';,how many passengers in titanic with a survived is '0.3838383838383838';,81,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE survived = '1';,how many passengers in titanic with a survived is '1';,82,titanic,titanic,Question will be answered by ThriveAI ,1,True,342
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE survived = '0';,how many passengers in titanic with a survived is '0';,83,titanic,titanic,Question will be answered by ThriveAI ,1,True,549
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE ticket = 'CA. 2343';,how many passengers in titanic with a ticket is 'CA. 2343';,84,titanic,titanic,Question will be answered by ThriveAI ,1,True,11
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = '1.0';,how many passengers in titanic with a wikiid is '1.0';,88,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = '658.5345092024539';,how many passengers in titanic with a wikiid is '658.5345092024539';,89,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = '1314';,how many passengers in titanic with a wikiid is '1314';,90,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE wikiid = '1';,how many passengers in titanic with a wikiid is '1';,91,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = '22';,how many diabetic patients in diabetes with a age is '22';,92,healthcare,disease,Question will be answered by ThriveAI ,1,True,72
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = '81';,how many diabetic patients in diabetes with a age is '81';,94,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE age = '21';,how many diabetic patients in diabetes with a age is '21';,95,healthcare,disease,Question will be answered by ThriveAI ,1,True,63
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = '70';,how many diabetic patients in diabetes with a bloodpressure is '70';,96,healthcare,disease,Question will be answered by ThriveAI ,1,True,57
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = '122';,how many diabetic patients in diabetes with a bloodpressure is '122';,98,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bloodpressure = '0';,how many diabetic patients in diabetes with a bloodpressure is '0';,99,healthcare,disease,Question will be answered by ThriveAI ,1,True,35
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = '32.0';,how many diabetic patients in diabetes with a bmi is '32.0';,100,healthcare,disease,Question will be answered by ThriveAI ,1,True,13
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = '31.992578124999998';,how many diabetic patients in diabetes with a bmi is '31.992578124999998';,101,healthcare,disease,Question will be answered by ThriveAI ,1,True,0
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = '67.1';,how many diabetic patients in diabetes with a bmi is '67.1';,102,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE bmi = '0';,how many diabetic patients in diabetes with a bmi is '0';,103,healthcare,disease,Question will be answered by ThriveAI ,1,True,11
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = '0.254';,how many diabetic patients in diabetes with a diabetespedigreefunction is '0.254';,104,healthcare,disease,Question will be answered by ThriveAI ,1,True,6
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = '0.47187630208333325';,how many diabetic patients in diabetes with a diabetespedigreefunction is '0.47187630208333325';,105,healthcare,disease,Question will be answered by ThriveAI ,1,True,0
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = '2.42';,how many diabetic patients in diabetes with a diabetespedigreefunction is '2.42';,106,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE diabetespedigreefunction = '0.078';,how many diabetic patients in diabetes with a diabetespedigreefunction is '0.078';,107,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = '99';,how many diabetic patients in diabetes with a glucose is '99';,108,healthcare,disease,Question will be answered by ThriveAI ,1,True,17
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = '199';,how many diabetic patients in diabetes with a glucose is '199';,110,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE glucose = '0';,how many diabetic patients in diabetes with a glucose is '0';,111,healthcare,disease,Question will be answered by ThriveAI ,1,True,5
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = '0';,how many diabetic patients in diabetes with a insulin is '0';,112,healthcare,disease,Question will be answered by ThriveAI ,1,True,374
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = '846';,how many diabetic patients in diabetes with a insulin is '846';,114,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE insulin = '0';,how many diabetic patients in diabetes with a insulin is '0';,115,healthcare,disease,Question will be answered by ThriveAI ,1,True,374
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE outcome = '0';,how many diabetic patients in diabetes with a outcome is '0';,116,healthcare,disease,Question will be answered by ThriveAI ,1,True,500
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE outcome = '1';,how many diabetic patients in diabetes with a outcome is '1';,118,healthcare,disease,Question will be answered by ThriveAI ,1,True,268
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE outcome = '0';,how many diabetic patients in diabetes with a outcome is '0';,119,healthcare,disease,Question will be answered by ThriveAI ,1,True,500
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE patient_id = '0';,how many diabetic patients in diabetes with a patient_id is '0';,120,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE patient_id = '767';,how many diabetic patients in diabetes with a patient_id is '767';,122,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE patient_id = '0';,how many diabetic patients in diabetes with a patient_id is '0';,123,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE pregnancies = '1';,how many diabetic patients in diabetes with a pregnancies is '1';,124,healthcare,disease,Question will be answered by ThriveAI ,1,True,135
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE pregnancies = '17';,how many diabetic patients in diabetes with a pregnancies is '17';,126,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE pregnancies = '0';,how many diabetic patients in diabetes with a pregnancies is '0';,127,healthcare,disease,Question will be answered by ThriveAI ,1,True,111
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE skinthickness = '0';,how many diabetic patients in diabetes with a skinthickness is '0';,128,healthcare,disease,Question will be answered by ThriveAI ,1,True,227
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE skinthickness = '99';,how many diabetic patients in diabetes with a skinthickness is '99';,130,healthcare,disease,Question will be answered by ThriveAI ,1,True,1
diabetes,select count of filter,SELECT COUNT(distinct patient_id) FROM diabetes WHERE skinthickness = '0';,how many diabetic patients in diabetes with a skinthickness is '0';,131,healthcare,disease,Question will be answered by ThriveAI ,1,True,227
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE admission_type = 'Elective';,how many people in health_care with a admission_type is 'Elective';,132,healthcare,health,Question will be answered by ThriveAI ,1,True,16825
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE age = '38';,how many people in health_care with a age is '38';,136,healthcare,health,Question will be answered by ThriveAI ,1,True,890
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE age = '89';,how many people in health_care with a age is '89';,138,healthcare,health,Question will be answered by ThriveAI ,1,True,8
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE age = '13';,how many people in health_care with a age is '13';,139,healthcare,health,Question will be answered by ThriveAI ,1,True,14
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE billing_amount = '-1316.6185812949816';,how many people in health_care with a billing_amount is '-1316.6185812949816';,140,healthcare,health,Question will be answered by ThriveAI ,1,True,1
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE billing_amount = '25539.316097211795';,how many people in health_care with a billing_amount is '25539.316097211795';,141,healthcare,health,Question will be answered by ThriveAI ,1,True,0
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE billing_amount = '52764.276736469175';,how many people in health_care with a billing_amount is '52764.276736469175';,142,healthcare,health,Question will be answered by ThriveAI ,1,True,1
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE billing_amount = '-2008.4921398591305';,how many people in health_care with a billing_amount is '-2008.4921398591305';,143,healthcare,health,Question will be answered by ThriveAI ,1,True,1
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE blood_type = 'A-';,how many people in health_care with a blood_type is 'A-';,144,healthcare,health,Question will be answered by ThriveAI ,1,True,6261
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE date_of_admission = '2024-03-16';,how many people in health_care with a date_of_admission is '2024-03-16';,148,healthcare,health,Question will be answered by ThriveAI ,1,True,45
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE discharge_date = '2020-03-15';,how many people in health_care with a discharge_date is '2020-03-15';,152,healthcare,health,Question will be answered by ThriveAI ,1,True,45
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE doctor = 'Michael Smith';,how many people in health_care with a doctor is 'Michael Smith';,156,healthcare,health,Question will be answered by ThriveAI ,1,True,24
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE gender = 'Male';,how many people in health_care with a gender is 'Male';,160,healthcare,health,Question will be answered by ThriveAI ,1,True,24986
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE hospital = 'LLC Smith';,how many people in health_care with a hospital is 'LLC Smith';,164,healthcare,medical,Question will be answered by ThriveAI ,1,True,40
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE insurance_provider = 'Cigna';,how many people in health_care with a insurance_provider is 'Cigna';,168,healthcare,health,Question will be answered by ThriveAI ,1,True,10091
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE medical_condition = 'Arthritis';,how many people in health_care with a medical_condition is 'Arthritis';,172,healthcare,chronic disease,Question will be answered by ThriveAI ,1,True,8438
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE medication = 'Lipitor';,how many people in health_care with a medication is 'Lipitor';,176,healthcare,health,Question will be answered by ThriveAI ,1,True,10032
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE name = 'DAvId muNoZ';,how many people in health_care with a name is 'DAvId muNoZ';,180,healthcare,health,Question will be answered by ThriveAI ,1,True,1
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE room_number = '393';,how many people in health_care with a room_number is '393';,184,healthcare,health,Question will be answered by ThriveAI ,1,True,156
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE room_number = '500';,how many people in health_care with a room_number is '500';,186,healthcare,health,Question will be answered by ThriveAI ,1,True,118
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE room_number = '101';,how many people in health_care with a room_number is '101';,187,healthcare,health,Question will be answered by ThriveAI ,1,True,114
health_care,select count of filter,SELECT COUNT(distinct name) FROM health_care WHERE test_results = 'Abnormal';,how many people in health_care with a test_results is 'Abnormal';,188,healthcare,health,Question will be answered by ThriveAI ,1,True,16772
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age = '24.0';,how many passengers in titanic with a age is '24.0';,192,titanic,titanic,Question will be answered by ThriveAI ,1,True,47
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age = '29.881137667304014';,how many passengers in titanic with a age is '29.881137667304014';,193,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age = '80';,how many passengers in titanic with a age is '80';,194,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age = '0.17';,how many passengers in titanic with a age is '0.17';,195,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age_wiki = '22.0';,how many passengers in titanic with a age_wiki is '22.0';,196,titanic,titanic,Question will be answered by ThriveAI ,1,True,62
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age_wiki = '29.41582949308756';,how many passengers in titanic with a age_wiki is '29.41582949308756';,197,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age_wiki = '74';,how many passengers in titanic with a age_wiki is '74';,198,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE age_wiki = '0.17';,how many passengers in titanic with a age_wiki is '0.17';,199,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE boarded = 'Southampton';,how many passengers in titanic with a boarded is 'Southampton';,200,titanic,titanic,Question will be answered by ThriveAI ,1,True,916
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE body = '101MB';,how many passengers in titanic with a body is '101MB';,204,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE cabin = 'Unknown cabin';,how many passengers in titanic with a cabin is 'Unknown cabin';,208,titanic,titanic,Question will be answered by ThriveAI ,1,True,1014
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE class = '3.0';,how many passengers in titanic with a class is '3.0';,212,titanic,titanic,Question will be answered by ThriveAI ,1,True,706
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE class = '2.291411042944785';,how many passengers in titanic with a class is '2.291411042944785';,213,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE class = '3';,how many passengers in titanic with a class is '3';,214,titanic,titanic,Question will be answered by ThriveAI ,1,True,706
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE class = '1';,how many passengers in titanic with a class is '1';,215,titanic,titanic,Question will be answered by ThriveAI ,1,True,326
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE destination = 'New York City';,how many passengers in titanic with a destination is 'New York City';,216,titanic,titanic,Question will be answered by ThriveAI ,1,True,234
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE embarked = 'S';,how many passengers in titanic with a embarked is 'S';,220,titanic,titanic,Question will be answered by ThriveAI ,1,True,914
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '8.05';,how many passengers in titanic with a fare is '8.05';,224,titanic,titanic,Question will be answered by ThriveAI ,1,True,60
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '33.29547928134557';,how many passengers in titanic with a fare is '33.29547928134557';,225,titanic,titanic,Question will be answered by ThriveAI ,1,True,0
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '512.3292';,how many passengers in titanic with a fare is '512.3292';,226,titanic,titanic,Question will be answered by ThriveAI ,1,True,4
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE fare = '0';,how many passengers in titanic with a fare is '0';,227,titanic,titanic,Question will be answered by ThriveAI ,1,True,17
titanic,select count of filter,"SELECT COUNT(distinct passengerid) FROM titanic WHERE hometown = 'New York, New York, US';","how many passengers in titanic with a hometown is 'New York, New York, US';",228,titanic,titanic,Question will be answered by ThriveAI ,1,True,70
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE lifeboat = '13';,how many passengers in titanic with a lifeboat is '13';,232,titanic,titanic,Question will be answered by ThriveAI ,1,True,42
titanic,select count of filter,"SELECT COUNT(distinct passengerid) FROM titanic WHERE name = 'Connolly, Miss. Kate';","how many passengers in titanic with a name is 'Connolly, Miss. Kate';",236,titanic,titanic,Question will be answered by ThriveAI ,1,True,2
titanic,select count of filter,"SELECT COUNT(distinct passengerid) FROM titanic WHERE name_wiki = 'Kelly, Mr. James';","how many passengers in titanic with a name_wiki is 'Kelly, Mr. James';",240,titanic,titanic,Question will be answered by ThriveAI ,1,True,2
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE parch = '0';,how many passengers in titanic with a parch is '0';,248,titanic,titanic,Question will be answered by ThriveAI ,1,True,1002
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE parch = '9';,how many passengers in titanic with a parch is '9';,250,titanic,titanic,Question will be answered by ThriveAI ,1,True,2
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE parch = '0';,how many passengers in titanic with a parch is '0';,251,titanic,titanic,Question will be answered by ThriveAI ,1,True,1002
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '1';,how many passengers in titanic with a passengerid is '1';,252,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '655';,how many passengers in titanic with a passengerid is '655';,253,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '1309';,how many passengers in titanic with a passengerid is '1309';,254,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE passengerid = '1';,how many passengers in titanic with a passengerid is '1';,255,titanic,titanic,Question will be answered by ThriveAI ,1,True,1
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE pclass = '3';,how many passengers in titanic with a pclass is '3';,256,titanic,titanic,Question will be answered by ThriveAI ,1,True,709
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE pclass = '3';,how many passengers in titanic with a pclass is '3';,258,titanic,titanic,Question will be answered by ThriveAI ,1,True,709
titanic,select count of filter,SELECT COUNT(distinct passengerid) FROM titanic WHERE pclass = '1';,how many passengers in titanic with a pclass is '1';,259,titanic,titanic,Question will be answered by ThriveAI ,1,True,323
